332958	0
212451	0
110757	0
174719	0
496310	0
311473	0
325886	0
345005	0
114378	0
217570	0
3187	0
312856	0
500263	0
494004	0
580012	0
353338	0
418068	0
182897	0
522699	0
24954	0
93528	0
162103	0
558699	0
112463	0
434236	0
254123	0
2741	0
231875	0
212810	0
246774	0
76430	0
341869	0
421845	0
356876	0
136048	0
39503	0
299901	0
4723	0
319504	0
252856	0
451109	0
451573	0
272156	0
466729	0
411524	0
85665	0
399129	0
199992	0
267646	0
313455	0
51459	0
326937	0
21894	0
600362	0
161226	0
591054	0
404927	0
340496	0
142001	0
144028	0
592805	0
358601	0
361216	0
12119	0
151413	0
376551	0
265775	0
458085	0
186652	0
262040	0
409664	0
497455	0
35854	0
103131	0
101148	0
570145	0
100102	0
489027	0
527389	0
461164	0
555753	0
316035	0
287024	0
553866	0
366582	0
244202	0
20387	0
280063	0
542563	0
504423	0
411317	0
168050	0
58018	0
604793	0
581685	0
261681	0
175301	0
547212	0
497389	0
8897	0
380380	0
300391	0
107361	0
205541	0
330479	0
124588	0
416589	0
44068	0
153035	0
381822	0
514878	0
381648	0
431536	0
569069	0
298251	0
94065	0
500458	0
155011	0
19725	0
495671	0
174430	0
374291	0
555208	0
571310	0
405724	0
306065	0
376431	0
370386	0
229722	0
483545	0
545719	0
384798	0
16416	0
445664	0
134080	0
542402	0
249509	0
302409	0
291317	0
21832	0
298831	0
7777	0
480960	0
8021	0
533198	0
344202	0
402068	0
331491	0
513896	0
96866	0
296297	0
254272	0
486271	0
84251	0
593958	0
49034	0
29559	0
526452	0
544392	0
531330	0
22580	0
132649	0
606028	0
474785	0
174982	0
500895	0
310089	0
374202	0
310678	0
261829	0
557699	0
603656	0
505734	0
493578	0
508125	0
78679	0
530626	0
370525	0
234629	0
575683	0
142221	0
152805	0
465170	0
606749	0
258276	0
295406	0
585893	0
136314	0
535043	0
429805	0
70291	0
565978	0
115194	0
49396	0
139146	0
63402	0
404527	0
219030	0
113392	0
217504	0
388667	0
297847	0
44971	0
10268	0
495017	0
541212	0
164385	0
483837	0
466621	0
347869	0
123175	0
300333	0
546384	0
54615	0
566852	0
537254	0
239581	0
593891	0
233525	0
479194	0
473641	0
269939	0
207595	0
448224	0
404824	0
364283	0
294855	0
493714	0
604376	0
610131	0
119590	0
533620	0
330560	0
351652	0
298159	0
418496	0
325449	0
114349	0
560569	0
155344	0
95520	0
34955	0
68232	0
475979	0
288729	0
381547	0
328472	0
433037	0
416630	0
219919	0
91337	0
101106	0
90704	0
534608	0
383276	0
483406	0
123451	0
480552	0
45326	0
257526	0
294456	0
85886	0
47344	0
532166	0
391784	0
449415	0
186917	0
523466	0
122041	0
5275	0
242904	0
415843	0
326355	0
442667	0
394897	0
107118	0
341796	0
147864	0
366741	0
247043	0
186026	0
210633	0
392188	0
182887	0
497458	0
522217	0
104278	0
51458	0
161692	0
327327	0
316514	0
599317	0
1525	0
414213	0
408940	0
437309	0
412983	0
201597	0
174273	0
356443	0
598527	0
191565	0
246841	0
589952	0
541836	0
552063	0
144976	0
555695	0
565392	0
321211	0
304298	0
412216	0
3755	0
581661	0
93039	0
262261	0
311212	0
109226	0
221045	0
146029	0
35903	0
350500	0
600775	0
324942	0
211840	0
68289	0
263841	0
496769	0
99893	0
295905	0
171278	0
325027	0
374600	0
318438	0
319256	0
84771	0
359345	0
597666	0
567723	0
122101	0
267202	0
184942	0
511051	0
595397	0
88636	0
104515	0
605240	0
45332	0
177186	0
604059	0
426008	0
327165	0
20330	0
124999	0
188806	0
453721	0
230458	0
369424	0
291802	0
304208	0
482441	0
409806	0
455105	0
248970	0
388572	0
440734	0
417273	0
517390	0
214319	0
376710	0
205333	0
115909	0
107906	0
476429	0
392504	0
557562	0
10834	0
309470	0
336136	0
174760	0
576993	0
57050	0
546899	0
429456	0
193929	0
480096	0
94917	0
68462	0
256281	0
275131	0
328699	0
285891	0
462790	0
62716	0
125072	0
163482	0
46042	0
580312	0
567555	0
534700	0
223613	0
277244	0
613095	0
187876	0
272748	0
145402	0
475490	0
337861	0
319514	0
150738	0
326720	0
572495	0
518593	0
425729	0
570221	0
54834	0
200618	0
491851	0
290115	0
469544	0
279224	0
476871	0
52715	0
180786	0
383329	0
267191	0
29111	0
87811	0
448552	0
370851	0
126997	0
90880	0
190671	0
68206	0
508476	0
560802	0
303260	0
208132	0
497648	0
404464	0
338932	0
606869	0
351273	0
576093	0
192498	0
544470	0
563002	0
489272	0
298392	0
353856	0
124255	0
292929	0
311850	0
224569	0
110438	0
245078	0
606999	0
393652	0
87272	0
458444	0
386647	0
146952	0
360866	0
228839	0
30980	0
583094	0
153837	0
275317	0
310467	0
360460	0
117491	0
262952	0
539231	0
469326	0
376573	0
397334	0
550451	0
597388	0
239579	0
308761	0
416367	0
19408	0
346796	0
541217	0
535638	0
155113	0
170095	0
327276	0
456952	0
384565	0
137276	0
236022	0
429069	0
113997	0
381758	0
364328	0
465011	0
463909	0
40812	0
172445	0
274700	0
81512	0
335005	0
589740	0
132837	0
516372	0
559621	0
52328	0
315594	0
60851	0
116274	0
566189	0
72320	0
170146	0
81037	0
306730	0
373705	0
244577	0
326873	0
436837	0
321141	0
259385	0
266638	0
594011	0
413529	0
336562	0
521070	0
374480	0
123065	0
450199	0
518702	0
386791	0
402037	0
255751	0
196773	0
608370	0
178455	0
473847	0
424686	0
77423	0
225329	0
574456	0
165483	0
307820	0
29252	0
389899	0
214627	0
545464	0
416449	0
436662	0
407216	0
471886	0
69551	0
185476	0
468259	0
92033	0
172039	0
62841	0
375716	0
348121	0
6462	0
599931	0
185992	0
396510	0
572347	0
461188	0
17659	0
475735	0
505044	0
407701	0
549639	0
260342	0
103315	0
93938	0
604671	0
466922	0
556227	0
298089	0
507594	0
526481	0
87408	0
590308	0
555521	0
13161	0
103741	0
305562	0
384419	0
586385	0
320996	0
71581	0
539284	0
337999	0
363677	0
293687	0
164347	0
208410	0
12405	0
203865	0
176433	0
420043	0
326519	0
553153	0
119829	0
553223	0
64258	0
568418	0
8862	0
72563	0
432036	0
54376	0
21680	0
85672	0
392551	0
433871	0
451977	0
267843	0
241521	0
427985	0
382756	0
83609	0
127901	0
414722	0
145248	0
12255	0
69504	0
323967	0
423162	0
242844	0
65729	0
54198	0
232172	0
94839	0
269337	0
42292	0
338	0
594424	0
510038	0
276172	0
599610	0
213658	0
272788	0
6165	0
387993	0
20945	0
397600	0
500772	0
251483	0
152149	0
6153	0
314020	0
399783	0
524712	0
338818	0
151290	0
370111	0
504208	0
559994	0
435556	0
227346	0
77514	0
57763	0
434467	0
170590	0
392706	0
186535	0
605793	0
36369	0
133296	0
451224	0
359250	0
588626	0
36343	0
376158	0
420996	0
385215	0
170021	0
210473	0
551094	0
39188	0
275452	0
124438	0
428555	0
332698	0
155578	0
545112	0
262253	0
602369	0
580237	0
312961	0
10424	0
605378	0
17929	0
334284	0
129192	0
563354	0
116271	0
55869	0
493889	0
462936	0
580965	0
35135	0
100448	0
342363	0
357087	0
144567	0
275699	0
542069	0
63399	0
463705	0
528037	0
525191	0
477523	0
591279	0
567105	0
444004	0
334603	0
342904	0
368310	0
68380	0
536719	0
232611	0
355514	0
585314	0
329602	0
257737	0
562740	0
198077	0
307081	0
82031	0
304885	0
292349	0
17472	0
584540	0
279014	0
536444	0
160170	0
66809	0
373918	0
24284	0
538610	0
281485	0
376154	0
255121	0
324255	0
402804	0
219593	0
143297	0
346203	0
198585	0
82660	0
281589	0
252110	0
189498	0
246106	0
423746	0
252721	0
125356	0
254789	0
322641	0
405336	0
297652	0
278649	0
345403	0
9175	0
486515	0
516990	0
155777	0
1726	0
3611	0
4583	0
603904	0
35718	0
276166	0
270599	0
45441	0
111243	0
174062	0
25022	0
535047	0
93676	0
447016	0
377621	0
511954	0
427179	0
600976	0
235348	0
246398	0
273100	0
451905	0
166546	0
213668	0
348399	0
50038	0
362111	0
373121	0
571451	0
303512	0
112442	0
488494	0
603148	0
269989	0
403944	0
84482	0
17310	0
388552	0
554192	0
333019	0
205352	0
302281	0
606600	0
316451	0
238066	0
213557	0
250215	0
505346	0
463553	0
509822	0
430158	0
293639	0
374576	0
291582	0
219439	0
196244	0
517396	0
507917	0
44832	0
146359	0
443254	0
508291	0
17247	0
205642	0
10568	0
126815	0
388003	0
353576	0
302410	0
203434	0
28211	0
451030	0
557864	0
108429	0
309313	0
138222	0
